Bond,Sector,Country,Used_Duration,Used_Rating_Score,Used_ZTW
Bond-1532,Ugvyvgvrf,TJ,7.78,4.0,95.2
Bond-1533,Ugvyvgvrf,TJ,5.23,4.0,60.8
Bond-1534,Ugvyvgvrf,TJ,4.44,4.0,63.2
Bond-1535,Ugvyvgvrf,TJ,6.14,4.0,93.1
Bond-1536,Ugvyvgvrf,TJ,3.17,4.0,58.1
Bond-1537,Ugvyvgvrf,TJ,13.72,4.0,170.5
Bond-1538,Ugvyvgvrf,TJ,1.77,3.0,41.0
Bond-1539,Ugvyvgvrf,TJ,2.54,3.0,47.9
Bond-1540,Fvanapvny,TG,1.45,6.0,104.9
Bond-1541,Fvanapvny,TG,2.65,13.0,613.2
Bond-1542,Fvanapvny,TG,2.3,11.0,327.1
Bond-1543,Fvanapvny,TG,5.46,11.0,433.8
Bond-1544,Fvanapvny,TG,1.61,5.0,93.2
Bond-1545,Fvanapvny,TG,4.48,10.0,433.7
Bond-1546,Ovy_naq_Gnf,TG,3.16,9.0,176.5
Bond-1547,Ovy_naq_Gnf,TG,1.38,9.0,183.9
Bond-1548,Ovy_naq_Gnf,TG,5.27,9.0,290.8
Bond-1549,Ovy_naq_Gnf,TG,4.07,9.0,283.0
Bond-1550,Ovy_naq_Gnf,TG,7.4,9.0,312.0
Bond-1551,Sbirervta,TG,1.44,4.0,55.5
Bond-1552,Sbirervta,TG,5.84,4.0,99.4
Bond-1553,Fvanapvny,TU,2.07,11.0,159.2
Bond-1554,Ovy_naq_Gnf,TU,12.52,11.0,351.0
Bond-1555,Ovy_naq_Gnf,TU,1.48,11.0,110.5
Bond-1556,Ovy_naq_Gnf,TU,2.41,11.0,129.2
Bond-1557,Ovy_naq_Gnf,TU,4.05,10.0,207.4
Bond-1558,Ovy_naq_Gnf,TU,5.57,11.0,234.9
Bond-1559,Ovy_naq_Gnf,TU,7.5,10.0,262.0
Bond-1560,Ovy_naq_Gnf,TU,14.31,11.0,353.9
Bond-1561,Ovy_naq_Gnf,TU,14.37,10.0,361.4
Bond-1562,Ovy_naq_Gnf,TU,6.04,10.0,256.1
Bond-1563,Ovy_naq_Gnf,TU,4.31,9.0,219.2
Bond-1564,Ovy_naq_Gnf,TU,5.01,9.0,239.1
Bond-1565,Ovy_naq_Gnf,TU,7.99,9.0,245.5
Bond-1566,Sbirervta,TU,3.67,10.0,221.1
Bond-1567,Sbirervta,TU,4.29,10.0,134.3
Bond-1568,Sbirervta,TU,15.51,10.0,165.3
Bond-1569,Sbirervta,TU,14.68,10.0,223.3
Bond-1570,TMT,YO,2.25,17.0,811.6
Bond-1571,Sbirervta,YT,1.57,17.0,1903.8
Bond-1572,Sbirervta,YT,1.13,17.0,2118.8
Bond-1573,Sbirervta,YT,2.1,17.0,1829.4
Bond-1574,Sbirervta,YT,3.63,17.0,1467.7
Bond-1575,Sbirervta,YT,3.78,17.0,1471.5
Bond-1576,Sbirervta,YT,4.28,17.0,1406.9
Bond-1577,Sbirervta,YT,4.75,17.0,1311.3
Bond-1578,Sbirervta,YT,5.07,17.0,1304.6
Bond-1579,Sbirervta,YT,3.0,17.0,1595.9
Bond-1580,Sbirervta,YT,2.82,17.0,1683.9
Bond-1581,Sbirervta,YT,5.92,17.0,1301.1
Bond-1582,Sbirervta,YT,5.43,17.0,1357.8
Bond-1583,Cbafhzre,YK,2.8,11.0,248.6
Bond-1584,Sbirervta,YK,1.28,6.0,30.6
Bond-1585,Mrgnyf_naq_Mvavat,DB,3.17,11.0,274.6
Bond-1586,Mrgnyf_naq_Mvavat,DB,4.44,11.0,291.6
Bond-1587,Mrgnyf_naq_Mvavat,DB,12.66,11.0,396.0
Bond-1588,Sbirervta,DB,2.07,10.0,156.4
Bond-1589,Sbirervta,DB,13.62,10.0,288.4
Bond-1590,Cbafhzre,DM,2.69,16.0,1022.3
Bond-1591,Fvanapvny,DS,2.65,15.0,525.3
Bond-1592,Fvanapvny,DS,1.19,16.0,1150.3
Bond-1593,Mrgnyf_naq_Mvavat,DS,2.61,16.0,1863.1
Bond-1594,Sbirervta,DS,2.02,16.0,372.8
Bond-1595,Sbirervta,DS,2.34,16.0,410.0
Bond-1596,Sbirervta,DS,2.98,16.0,456.4
Bond-1597,Sbirervta,DS,4.75,16.0,457.2
Bond-1598,Cbafhzre,DC,2.38,13.0,386.3
Bond-1599,Cbafhzre,DC,3.17,13.0,464.3
Bond-1600,Cbafhzre,DC,2.45,12.0,407.4
Bond-1601,Cbafhzre,DC,3.15,12.0,455.8
Bond-1602,Cbafhzre,DC,3.36,12.0,431.7
Bond-1603,Cbafhzre,DC,2.59,10.0,174.6
Bond-1604,Cbafhzre,DC,6.26,10.0,306.7
Bond-1605,Cbafhzre,DC,4.16,10.0,262.6
Bond-1606,Cbafhzre,DC,2.13,14.0,567.4
Bond-1607,Cbafhzre,DC,3.58,14.0,499.0
Bond-1608,Cbafhzre,DC,5.71,14.0,549.7
Bond-1609,Cbafhzre,DC,7.11,14.0,496.6
Bond-1610,Fvanapvny,DC,3.71,8.0,206.7
Bond-1611,Cbafhzre,DI,1.28,9.0,70.6
Bond-1612,Cbafhzre,DI,2.33,11.0,361.6
Bond-1613,Cbafhzre,DI,3.47,9.0,111.6
Bond-1614,Cbafhzre,DI,17.43,9.0,258.5
Bond-1615,Cbafhzre,DI,14.74,9.0,265.5
Bond-1616,Cbafhzre,DI,15.83,9.0,263.4
Bond-1617,Cbafhzre,DI,2.49,7.0,97.8
Bond-1618,Cbafhzre,DI,14.95,7.0,205.7
Bond-1619,Cbafhzre,DI,3.54,9.0,155.5
Bond-1620,Cbafhzre,DI,4.19,9.0,181.1
Bond-1621,Cbafhzre,DI,8.01,7.0,115.9
Bond-1622,Cbafhzre,DI,14.7,7.0,202.4
Bond-1623,Cbafhzre,DI,3.69,9.0,253.2
Bond-1624,Cbafhzre,DI,5.25,9.0,277.9
Bond-1625,Cbafhzre,DI,6.26,10.0,327.9
Bond-1626,Cbafhzre,DI,4.72,10.0,239.7
Bond-1627,Cbafhzre,DI,6.14,10.0,271.4
Bond-1628,Dvirefvsvrq,DI,2.97,11.0,314.3
Bond-1629,Dvirefvsvrq,DI,12.16,11.0,487.9
Bond-1630,Dvirefvsvrq,DI,1.79,15.0,1845.3
Bond-1631,Dvirefvsvrq,DI,5.44,13.0,573.0
Bond-1632,Fvanapvny,DI,1.59,13.0,706.0
Bond-1633,Fvanapvny,DI,5.33,13.0,717.9
Bond-1634,Fvanapvny,DI,4.89,12.0,519.2
Bond-1635,Fvanapvny,DI,3.4,13.0,678.0
Bond-1636,Fvanapvny,DI,6.22,13.0,715.2
Bond-1637,Fvanapvny,DI,4.7,9.0,204.3
Bond-1638,Fvanapvny,DI,1.88,11.0,235.9
Bond-1639,Fvanapvny,DI,3.22,9.0,182.2
Bond-1640,Fvanapvny,DI,5.91,12.0,526.1
Bond-1641,Fvanapvny,DI,6.88,11.0,510.9
Bond-1642,Fvanapvny,DI,3.37,10.0,237.3
Bond-1643,Fvanapvny,DI,5.37,10.0,305.7
Bond-1644,Fvanapvny,DI,4.44,9.0,245.1
Bond-1645,Fvanapvny,DI,1.99,8.0,125.0
Bond-1646,Fvanapvny,DI,2.74,10.0,373.3
Bond-1647,Fvanapvny,DI,3.98,8.0,238.1
Bond-1648,Fvanapvny,DI,1.18,11.0,697.2
Bond-1649,Fvanapvny,DI,2.44,12.0,807.9
Bond-1650,Fvanapvny,DI,4.02,12.0,1019.2
Bond-1651,Fvanapvny,DI,2.79,15.0,1993.0
Bond-1652,Fvanapvny,DI,3.44,13.0,1220.4
Bond-1653,Fvanapvny,DI,2.55,13.0,1253.8
Bond-1654,Fvanapvny,DI,4.12,13.0,1170.4
Bond-1655,Fvanapvny,DI,5.0,13.0,1186.3
Bond-1656,Iaqhfgevny,DI,2.0,11.0,274.3
Bond-1657,Iaqhfgevny,DI,2.63,11.0,270.4
Bond-1658,Iaqhfgevny,DI,7.363817,11.0,377.260118
Bond-1659,Iaqhfgevny,DI,4.13,12.0,551.1
Bond-1660,Iaqhfgevny,DI,3.71,13.0,597.2
Bond-1661,Iaqhfgevny,DI,2.34,11.0,431.4
Bond-1662,Iaqhfgevny,DI,1.88,10.0,151.3
Bond-1663,Iaqhfgevny,DI,5.83,10.0,223.5
Bond-1664,Iaqhfgevny,DI,12.62,10.0,375.0
Bond-1665,Iaqhfgevny,DI,13.61,10.0,373.9
Bond-1666,Iaqhfgevny,DI,14.53,10.0,369.7
Bond-1667,Iaqhfgevny,DI,3.17,11.0,429.6
Bond-1668,Iaqhfgevny,DI,3.01,11.0,424.9
Bond-1669,Mrgnyf_naq_Mvavat,DI,2.84,9.0,148.5
Bond-1670,Mrgnyf_naq_Mvavat,DI,7.32,9.0,248.0
Bond-1671,Mrgnyf_naq_Mvavat,DI,15.85,9.0,354.1
Bond-1672,Mrgnyf_naq_Mvavat,DI,15.06,9.0,363.7
Bond-1673,Mrgnyf_naq_Mvavat,DI,2.01,9.0,79.1
Bond-1674,Mrgnyf_naq_Mvavat,DI,4.15,9.0,115.1
Bond-1675,Mrgnyf_naq_Mvavat,DI,9.97,9.0,261.5
Bond-1676,Mrgnyf_naq_Mvavat,DI,12.1,9.0,265.5
Bond-1677,Mrgnyf_naq_Mvavat,DI,13.9,9.0,251.5
Bond-1678,Mrgnyf_naq_Mvavat,DI,14.41,9.0,263.1
Bond-1679,Ovy_naq_Gnf,DI,6.26,14.0,766.7
Bond-1680,Ovy_naq_Gnf,DI,1.25,12.0,372.2
Bond-1681,Ovy_naq_Gnf,DI,1.38,12.0,400.2
Bond-1682,Ovy_naq_Gnf,DI,2.19,12.0,421.4
Bond-1683,Ovy_naq_Gnf,DI,2.74,12.0,473.6
Bond-1684,Ovy_naq_Gnf,DI,2.97,12.0,542.7
Bond-1685,Ovy_naq_Gnf,DI,3.8,12.0,577.5
Bond-1686,Ovy_naq_Gnf,DI,4.53,12.0,690.0
Bond-1687,Ovy_naq_Gnf,DI,4.64,12.0,751.6
Bond-1688,Ovy_naq_Gnf,DI,5.09,12.0,759.1
Bond-1689,Ovy_naq_Gnf,DI,4.96,12.0,756.1
Bond-1690,Ovy_naq_Gnf,DI,5.77,12.0,767.8
Bond-1691,Ovy_naq_Gnf,DI,6.07,12.0,796.3
Bond-1692,Ovy_naq_Gnf,DI,6.49,12.0,809.4
Bond-1693,Ovy_naq_Gnf,DI,8.41,12.0,819.0
Bond-1694,Ovy_naq_Gnf,DI,9.02,12.0,841.0
Bond-1695,Ovy_naq_Gnf,DI,9.64,12.0,815.7
Bond-1696,Ovy_naq_Gnf,DI,10.97,12.0,734.3
Bond-1697,Ovy_naq_Gnf,DI,10.27,12.0,809.8
Bond-1698,Ovy_naq_Gnf,DI,11.14,12.0,738.2
Bond-1699,Ovy_naq_Gnf,DI,10.39,12.0,828.9
Bond-1700,Ovy_naq_Gnf,DI,10.58,12.0,808.9
Bond-1701,Ovy_naq_Gnf,DI,7.16,12.0,793.7
Bond-1702,Ovy_naq_Gnf,DI,9.9,12.0,867.0
Bond-1703,Ovy_naq_Gnf,DI,10.57,12.0,838.4
Bond-1704,Ovy_naq_Gnf,DI,8.4,12.0,820.9
Bond-1705,Ovy_naq_Gnf,DI,10.57,12.0,833.5
Bond-1706,Ovy_naq_Gnf,DI,5.39,11.0,634.9
Bond-1707,Rrny_Efgngr,DI,3.53,9.0,278.8
Bond-1708,Rrny_Efgngr,DI,4.43,9.0,333.2
Bond-1709,Rrny_Efgngr,DI,7.21,9.0,413.9
Bond-1710,Rrny_Efgngr,DI,11.61,9.0,544.8
Bond-1711,Rrny_Efgngr,DI,12.95,9.0,540.1
Bond-1712,Rrny_Efgngr,DI,6.89,10.0,369.3
Bond-1713,Rrny_Efgngr,DI,1.94,10.0,435.8
Bond-1714,Sbirervta,DI,19.32,9.0,401.9
Bond-1715,Sbirervta,DI,4.37,9.0,209.2
Bond-1716,Sbirervta,DI,1.86,9.0,112.9
Bond-1717,Sbirervta,DI,1.42,9.0,50.0
Bond-1718,Sbirervta,DI,2.85,9.0,79.5
Bond-1719,Sbirervta,DI,4.0,9.0,138.9
Bond-1720,Sbirervta,DI,4.77,9.0,157.5
Bond-1721,Sbirervta,DI,5.73,9.0,185.2
Bond-1722,Sbirervta,DI,6.34,9.0,212.7
Bond-1723,Sbirervta,DI,7.06,9.0,232.2
Bond-1724,Sbirervta,DI,7.8,9.0,279.4
Bond-1725,Sbirervta,DI,8.62,9.0,293.2
Bond-1726,Sbirervta,DI,9.8,9.0,277.4
Bond-1727,Sbirervta,DI,12.1,9.0,324.3
Bond-1728,Sbirervta,DI,16.29,9.0,316.9
Bond-1729,Sbirervta,DI,14.46,9.0,314.3
Bond-1730,Sbirervta,DI,14.18,9.0,320.7
Bond-1731,Sbirervta,DI,15.12,9.0,315.5
Bond-1732,Sbirervta,DI,15.64,9.0,311.9
Bond-1733,Sbirervta,DI,15.77,9.0,319.6
Bond-1734,TMT,DI,1.74,8.0,54.5
Bond-1735,TMT,DI,8.15,8.0,124.4
Bond-1736,TMT,DI,7.16,8.0,129.3
Bond-1737,TMT,DI,10.36,8.0,175.2
Bond-1738,TMT,DI,11.59,8.0,202.2
Bond-1739,TMT,DI,12.84,8.0,211.9
Bond-1740,TMT,DI,14.79,8.0,189.1
Bond-1741,TMT,DI,17.23,8.0,196.8
Bond-1742,TMT,DI,2.75,13.0,460.1
Bond-1743,TMT,DI,3.6,15.0,1029.4
Bond-1744,TMT,DI,3.95,8.0,136.8
Bond-1745,TMT,DI,4.54,8.0,164.5
Bond-1746,TMT,DI,11.89,8.0,324.0
Bond-1747,TMT,DI,14.36,8.0,312.8
Bond-1748,TMT,DI,14.16,8.0,311.7
Bond-1749,TMT,DI,15.52,8.0,311.5
Bond-1750,TMT,DI,8.13,8.0,264.9
Bond-1751,TMT,DI,2.84,15.0,2301.5
Bond-1752,Tenafcbeg,DI,5.1,10.0,603.8
Bond-1753,Tenafcbeg,DI,6.22,10.0,586.7
Bond-1754,Tenafcbeg,DI,12.02,10.0,619.8
Bond-1755,Tenafcbeg,DI,12.34,10.0,618.7
Bond-1756,Ugvyvgvrf,DI,3.02,9.0,203.9
Bond-1757,Ugvyvgvrf,DI,5.5,9.0,295.0
Bond-1758,Ugvyvgvrf,DI,12.61,9.0,400.7
Bond-1759,Ugvyvgvrf,DI,13.5,9.0,380.2
Bond-1760,Ugvyvgvrf,DI,9.19,9.0,377.6
Bond-1761,Ugvyvgvrf,DI,9.66,9.0,385.2
Bond-1762,Ugvyvgvrf,DI,6.95,10.0,420.6
Bond-1763,Ugvyvgvrf,DI,6.65,10.0,424.1
Bond-1764,Ugvyvgvrf,DI,7.15,10.0,438.3
Bond-1765,Ugvyvgvrf,DI,5.71,9.0,238.5
Bond-1766,Ugvyvgvrf,DI,6.27,9.0,334.3
Bond-1767,Ugvyvgvrf,DI,14.6,9.0,414.0
Bond-1768,Cbafhzre,DL,5.44,9.0,387.9
Bond-1769,Cbafhzre,DL,1.66,9.0,178.5
Bond-1770,Cbafhzre,DL,6.76,9.0,491.6
Bond-1771,Fvanapvny,DL,1.42,7.0,76.5
Bond-1772,Fvanapvny,DL,1.03,7.0,95.7
Bond-1773,Fvanapvny,DL,1.04,9.0,164.0
Bond-1774,Fvanapvny,DL,3.18,7.0,119.6
Bond-1775,Fvanapvny,DL,1.89,7.0,152.6
Bond-1776,Mrgnyf_naq_Mvavat,DL,1.91,14.0,532.1
Bond-1777,Ovy_naq_Gnf,DL,1.53,7.0,78.5
Bond-1778,Ovy_naq_Gnf,DL,1.43,7.0,77.4
Bond-1779,Ovy_naq_Gnf,DL,4.16,7.0,88.5
Bond-1780,Ovy_naq_Gnf,DL,4.96,7.0,97.0
Bond-1781,Ovy_naq_Gnf,DL,7.91,7.0,143.0
Bond-1782,Ovy_naq_Gnf,DL,17.38,7.0,204.5
Bond-1783,Ovy_naq_Gnf,DL,20.34,7.0,207.6
Bond-1784,Ovy_naq_Gnf,DL,15.96,7.0,193.0
Bond-1785,Ovy_naq_Gnf,DL,1.4,14.0,1419.3
Bond-1786,Sbirervta,DL,4.23,7.0,68.8
Bond-1787,Sbirervta,DL,5.09,7.0,68.7
Bond-1788,Sbirervta,DL,17.02,7.0,135.7
Bond-1789,Sbirervta,DL,16.41,7.0,136.6
Bond-1790,TMT,DL,4.93,9.0,128.3
Bond-1791,TMT,DL,4.13,7.0,151.0
Bond-1792,Ugvyvgvrf,DL,4.27,8.0,151.6
Bond-1793,Ugvyvgvrf,DL,5.44,8.0,141.7
Bond-1794,Ugvyvgvrf,DL,6.72,8.0,168.7
Bond-1795,Ugvyvgvrf,DL,4.27,8.0,151.6
Bond-1796,Fvanapvny,SW,3.25,7.0,185.1
Bond-1797,Fvanapvny,SW,4.84,7.0,250.4
Bond-1798,Fvanapvny,SW,1.74,16.0,798.2
Bond-1799,Fvanapvny,SW,1.52,16.0,728.3
Bond-1800,Ovy_naq_Gnf,SW,1.37,16.0,833.0
Bond-1801,Sbirervta,SW,1.61,16.0,494.1
Bond-1802,Sbirervta,SW,2.49,16.0,526.8
Bond-1803,Sbirervta,SW,4.12,16.0,629.8
Bond-1804,Sbirervta,SW,5.47,16.0,687.6
Bond-1805,Sbirervta,SW,6.61,16.0,731.4
Bond-1806,Sbirervta,SW,6.64,16.0,778.6
Bond-1807,Sbirervta,SW,7.24,16.0,780.5
Bond-1808,Sbirervta,SW,8.99,16.0,796.2
Bond-1809,Sbirervta,SW,10.33,16.0,773.2
Bond-1810,Sbirervta,SW,9.76,16.0,842.8
Bond-1811,TMT,SW,2.64,16.0,601.6
Bond-1812,TMT,SW,3.35,16.0,686.5
Bond-1813,Ovy_naq_Gnf,SY,4.35,11.0,450.1
Bond-1814,TMT,SY,3.84,11.0,268.9
Bond-1815,Sbirervta,SD,1.03,12.0,400.3
Bond-1816,Sbirervta,SD,4.31,12.0,497.7
Bond-1817,Fvanapvny,CD,2.29,13.0,406.6
Bond-1818,Fvanapvny,CD,2.71,13.0,522.9
Bond-1819,Sbirervta,CD,1.37,13.0,421.9
Bond-1820,Sbirervta,CD,2.14,13.0,471.4
Bond-1821,Sbirervta,CD,3.3,13.0,418.1
Bond-1822,Sbirervta,CD,4.8,13.0,617.2
Bond-1823,Sbirervta,CD,5.27,13.0,656.2
Bond-1824,Sbirervta,CD,5.74,13.0,659.7
Bond-1825,Sbirervta,CD,6.58,13.0,668.7
Bond-1826,Sbirervta,CD,11.11,13.0,729.9
Bond-1827,Sbirervta,CD,3.81,13.0,549.2
Bond-1828,Sbirervta,CD,10.88,13.0,746.6
Bond-1829,Sbirervta,CD,1.22,13.0,328.0
Bond-1830,Sbirervta,CD,4.27,13.0,445.2
Bond-1831,TMT,CD,2.71,13.0,525.0
Bond-1832,TMT,CD,5.7,13.0,621.0
Bond-1833,Ugvyvgvrf,CD,5.73,13.0,508.0
Bond-1834,Ugvyvgvrf,CD,4.03,14.0,599.2
Bond-1835,Ugvyvgvrf,CD,5.41,13.0,632.3
Bond-1836,Fvanapvny,VB,5.78,9.0,195.0
Bond-1837,Fvanapvny,VB,8.65,9.0,189.6
Bond-1838,Fvanapvny,VB,1.88,11.0,262.4
Bond-1839,Fvanapvny,VB,4.58,9.0,168.1
Bond-1840,Fvanapvny,VB,1.01,10.0,187.9
Bond-1841,Fvanapvny,VB,6.09,10.0,386.5
Bond-1842,Fvanapvny,VB,1.97,11.0,323.9
Bond-1843,Sbirervta,VB,3.32,8.0,146.9
Bond-1844,Sbirervta,VB,1.72,8.0,162.3
Bond-1845,Sbirervta,VB,1.72,8.0,147.3
Bond-1846,Sbirervta,VB,3.48,9.0,109.5
Bond-1847,Sbirervta,VB,3.91,9.0,115.7
Bond-1848,Sbirervta,VB,4.54,9.0,149.3
Bond-1849,Sbirervta,VB,5.6,9.0,170.3
Bond-1850,Sbirervta,VB,6.35,9.0,137.4
Bond-1851,Sbirervta,VB,6.49,9.0,179.6
Bond-1852,Sbirervta,VB,7.88,9.0,146.7
Bond-1853,Sbirervta,VB,21.1,9.0,216.8
Bond-1854,Sbirervta,VB,4.94,9.0,193.9
Bond-1855,Sbirervta,VB,10.11,9.0,195.4
Bond-1856,Sbirervta,VB,16.13,9.0,205.1
Bond-1857,Sbirervta,VB,17.07,9.0,212.0
Bond-1858,Sbirervta,VB,18.58,9.0,212.0
Bond-1859,Sbirervta,VB,2.86,8.0,170.1
Bond-1860,TMT,VB,6.19,11.0,326.6
Bond-1861,TMT,VB,3.39,15.0,565.7
Bond-1862,Tenafcbeg,VB,8.36,10.0,356.4
Bond-1863,Tenafcbeg,VB,11.29,10.0,403.4
Bond-1864,Tenafcbeg,VB,10.54,6.0,191.3
Bond-1865,Tenafcbeg,VB,10.54,6.0,191.3
Bond-1866,Ugvyvgvrf,VB,13.31,9.0,301.3
Bond-1867,Cbafhzre,VH,1.47,15.0,717.7
Bond-1868,Fvanapvny,VH,1.82,8.0,115.9
Bond-1869,Fvanapvny,VH,3.6,10.0,240.5
Bond-1870,Fvanapvny,VH,3.94,8.0,147.2
Bond-1871,Fvanapvny,VH,2.38,8.0,119.0
Bond-1872,Fvanapvny,VH,3.11,11.0,315.8
Bond-1873,Fvanapvny,VH,1.97,9.0,122.4
Bond-1874,Fvanapvny,VH,2.08,9.0,152.6
Bond-1875,Fvanapvny,VH,4.29,9.0,162.8
Bond-1876,Fvanapvny,VH,1.31,9.0,81.8
Bond-1877,Fvanapvny,VH,3.4,10.0,305.4
Bond-1878,Fvanapvny,VH,7.41,10.0,331.7
Bond-1879,Fvanapvny,VH,5.79,10.0,325.8
Bond-1880,Fvanapvny,VH,2.23,8.0,134.9
Bond-1881,Iaqhfgevny,VH,1.86,12.0,369.9
Bond-1882,Mrgnyf_naq_Mvavat,VH,3.01,12.0,290.6
Bond-1883,Mrgnyf_naq_Mvavat,VH,5.24,11.0,413.6
Bond-1884,Mrgnyf_naq_Mvavat,VH,1.26,13.0,506.0
Bond-1885,Ovy_naq_Gnf,VH,4.54,11.0,607.3
Bond-1886,Ovy_naq_Gnf,VH,5.15,14.0,1027.2
Bond-1887,Ovy_naq_Gnf,VH,8.96,9.0,308.7
Bond-1888,Ovy_naq_Gnf,VH,14.5,9.0,358.4
Bond-1889,Ovy_naq_Gnf,VH,4.93,8.0,148.7
Bond-1890,Rrny_Efgngr,VH,4.56,12.0,486.7
Bond-1891,Sbirervta,VH,8.48,8.0,117.1
Bond-1892,Sbirervta,VH,4.15,8.0,94.4
Bond-1893,Sbirervta,VH,6.08,8.0,108.0
Bond-1894,Sbirervta,VH,8.99,8.0,185.6
Bond-1895,Sbirervta,VH,10.9,8.0,160.9
Bond-1896,Sbirervta,VH,17.51,8.0,168.6
Bond-1897,Tenafcbeg,VH,6.37,9.0,580.4
Bond-1898,Tenafcbeg,VH,7.32,9.0,208.5
Bond-1899,Ugvyvgvrf,VH,9.75,9.0,281.1
Bond-1900,Ugvyvgvrf,VH,2.37,10.0,168.6
Bond-1901,Ugvyvgvrf,VH,4.4,11.0,369.8
Bond-1902,Ugvyvgvrf,VH,1.92,13.0,449.0
Bond-1903,Ugvyvgvrf,VH,4.68,10.0,286.1
Bond-1904,Ugvyvgvrf,VH,5.76,10.0,287.1
Bond-1905,Ugvyvgvrf,VH,3.92,12.0,443.6
Bond-1906,Ugvyvgvrf,VH,2.43,10.0,159.9
Bond-1907,Ugvyvgvrf,VH,8.98,10.0,203.4
Bond-1908,Sbirervta,VW,5.54,16.0,771.4
Bond-1909,Fvanapvny,VE,2.34,9.0,118.5
Bond-1910,Fvanapvny,VE,1.04,10.0,90.5
Bond-1911,Fvanapvny,VE,3.74,9.0,143.5
Bond-1912,Fvanapvny,VE,2.76,9.0,120.8
Bond-1913,Fvanapvny,VE,5.34,9.0,167.1
Bond-1914,Fvanapvny,VE,2.4,9.0,152.5
Bond-1915,Fvanapvny,VE,3.71,9.0,174.5
Bond-1916,Fvanapvny,VE,3.63,9.0,83.8
Bond-1917,Fvanapvny,VE,3.7,9.0,218.2
Bond-1918,Fvanapvny,VE,2.34,9.0,182.2
Bond-1919,Fvanapvny,VE,2.8,9.0,154.6
Bond-1920,Fvanapvny,VE,2.06,9.0,115.9
Bond-1921,Sbirervta,VE,8.51,9.0,89.0
Bond-1922,Sbirervta,VE,17.46,9.0,158.6
Bond-1923,Sbirervta,VE,3.1,9.0,48.4
Bond-1924,Sbirervta,VE,3.78,9.0,58.5
Bond-1925,Sbirervta,VE,4.87,9.0,64.2
Bond-1926,Sbirervta,VE,6.6,9.0,99.1
Bond-1927,Sbirervta,VE,7.19,9.0,99.2
Bond-1928,Sbirervta,VE,6.97,9.0,126.8
Bond-1929,Sbirervta,VE,7.74,9.0,141.2
Bond-1930,Sbirervta,VE,8.59,9.0,147.5
Bond-1931,Sbirervta,VE,10.02,9.0,173.3
Bond-1932,Sbirervta,VE,11.76,9.0,179.4
Bond-1933,Sbirervta,VE,13.92,9.0,174.7
Bond-1934,Sbirervta,VE,14.74,9.0,171.7
Bond-1935,Sbirervta,VE,15.17,9.0,171.0
Bond-1936,Sbirervta,VE,3.43,9.0,47.6
Bond-1937,Sbirervta,VT,1.99,16.0,537.6
Bond-1938,Sbirervta,VT,2.95,16.0,601.9
Bond-1939,Sbirervta,VT,4.09,16.0,626.4
Bond-1940,Sbirervta,VT,5.47,16.0,646.2
Bond-1941,Sbirervta,VT,8.83,16.0,715.5
Bond-1942,Fvanapvny,VY,1.91,7.0,82.0
Bond-1943,Sbirervta,VY,2.38,7.0,23.1
Bond-1944,Sbirervta,VY,3.11,7.0,21.5
Bond-1945,Sbirervta,VY,5.03,7.0,45.0
Bond-1946,Sbirervta,VL,6.91,12.0,478.9
Bond-1947,Sbirervta,VL,2.19,12.0,164.9
Bond-1948,Sbirervta,VL,4.8,12.0,185.9
Bond-1949,Sbirervta,VL,5.66,12.0,197.8
Bond-1950,Sbirervta,VL,13.83,12.0,317.0
Bond-1951,Sbirervta,VL,15.28,12.0,316.2
Bond-1952,Sbirervta,VL,15.83,12.0,310.0
Bond-1953,TMT,VL,3.1,11.0,424.7
Bond-1954,Fvanapvny,FB,4.67,6.0,197.7
Bond-1955,Fvanapvny,FB,1.35,6.0,145.9
Bond-1956,Fvanapvny,FB,3.74,6.0,176.5
Bond-1957,Fvanapvny,FB,2.77,7.0,149.6
Bond-1958,Fvanapvny,FB,4.69,7.0,174.1
Bond-1959,Fvanapvny,FB,2.46,8.0,145.1
Bond-1960,Fvanapvny,FB,4.63,5.0,182.8
Bond-1961,Fvanapvny,FB,3.83,5.0,160.3
Bond-1962,Fvanapvny,FB,1.83,8.0,444.0
Bond-1963,Fvanapvny,FB,3.26,6.0,156.4
Bond-1964,Fvanapvny,FB,1.58,6.0,143.9
Bond-1965,Fvanapvny,FB,3.19,6.0,165.7
Bond-1966,Fvanapvny,FB,3.29,5.0,134.8
Bond-1967,Ovy_naq_Gnf,FB,6.49,6.0,85.2
Bond-1968,Ovy_naq_Gnf,FB,3.92,5.0,59.7
Bond-1969,Ovy_naq_Gnf,FB,3.69,5.0,59.5
Bond-1970,Rrny_Efgngr,FB,1.34,17.0,1357.3
Bond-1971,Sbirervta,FB,1.26,4.0,50.5
Bond-1972,Sbirervta,FB,2.42,4.0,64.6
Bond-1973,Sbirervta,FB,2.21,4.0,56.6
Bond-1974,Sbirervta,FB,3.27,4.0,79.3
Bond-1975,Sbirervta,FB,5.16,4.0,99.8
Bond-1976,Sbirervta,FB,6.44,4.0,118.6
Bond-1977,Sbirervta,FB,7.28,4.0,124.3
Bond-1978,Sbirervta,FB,4.18,4.0,87.4
Bond-1979,Sbirervta,FB,7.09,4.0,135.8
Bond-1980,Sbirervta,FB,8.03,4.0,126.4
Bond-1981,Sbirervta,FB,17.83,4.0,190.5
